650	0,00185441
649	0,00189248
648	0,00191863
647	0,0018926
646	0,0017481
645	0,00179755
644	0,00184392
643	0,00193502
642	0,00190861
641	0,00194838
640	0,00196535
639	0,00180188
638	0,00176496
637	0,00174056
636	0,00174869
635	0,00170692
634	0,00169308
633	0,00164745
632	0,00164555
631	0,0016063
630	0,00158765
629	0,00155527
628	0,00147818
627	0,00141808
626	0,00134366
625	0,00139962
624	0,0014387
623	0,00134838
622	0,00138407
621	0,00138164
620	0,00136436
619	0,00133336
618	0,00138362
617	0,00126475
616	0,00130378
615	0,00128947
614	0,00121028
613	0,00126252
612	0,00122149
611	0,00122142
610	0,00122749
609	0,0012326
608	0,00118121
607	0,00124477
606	0,00127781
605	0,00134828
604	0,00140166
603	0,0012681
602	0,00126054
601	0,00132052
600	0,000981824
599	0,00095481
598	0,00108813
597	0,000956386
596	0,00108379
595	0,00103632
594	0,0010503
593	0,00100007
592	0,00106415
591	0,000915747
590	0,000937657
589	0,000956731
588	0,000994779
587	0,00103581
586	0,000937729
585	0,000881802
584	0,000899869
583	0,000937375
582	0,00087182
581	0,000930598
580	0,000861533
579	0,0008101
578	0,000913309
577	0,000932894
576	0,0010391
575	0,00102637
574	0,000970932
573	0,000989634
572	0,00103168
571	0,0010568
570	0,00108787
569	0,00108735
568	0,00113074
567	0,00112462
566	0,00113171
565	0,00106491
564	0,00117161
563	0,0011713
562	0,00113998
561	0,00109162
560	0,00119254
559	0,00120758
558	0,0011441
557	0,00118475
556	0,00114702
555	0,00116568
554	0,00118217
553	0,00113152
552	0,0011163
551	0,00110325
550	0,00115396
549	0,00109307
548	0,00118752
547	0,00117511
546	0,00107144
545	0,00105554
544	0,00114673
543	0,00109219
542	0,00114407
541	0,00115281
540	0,00113645
539	0,00109375
538	0,00116438
537	0,00113617
536	0,00125527
535	0,00130648
534	0,00143803
533	0,0015758
532	0,00168299
531	0,0017271
530	0,00169429
529	0,00183297
528	0,00205509
527	0,00222752
526	0,00244692
525	0,00274417
524	0,00299566
523	0,00344992
522	0,00391305
521	0,00459814
520	0,00486882
519	0,00585247
518	0,00687107
517	0,00833348
516	0,0101093
515	0,0121339
514	0,0147769
513	0,0178925
512	0,0214607
511	0,025867
510	0,0309099
509	0,0369418
508	0,0438276
507	0,0520882
506	0,0612431
505	0,0718186
504	0,0840278
503	0,0973973
502	0,112123
501	0,128552
500	0,146477
499	0,165547
498	0,185932
497	0,207513
496	0,230087
495	0,253333
494	0,277194
493	0,301269
492	0,325048
491	0,348434
490	0,370906
489	0,392061
488	0,411582
487	0,429297
486	0,445202
485	0,458816
484	0,470383
483	0,479474
482	0,486146
481	0,490644
480	0,493036
479	0,493531
478	0,492211
477	0,489479
476	0,485455
475	0,480372
474	0,474511
473	0,46815
472	0,461533
471	0,454478
470	0,447684
469	0,440644
468	0,433824
467	0,427106
466	0,420508
465	0,414548
464	0,408659
463	0,403001
462	0,397494
461	0,392157
460	0,386784
459	0,381459
458	0,375928
457	0,370109
456	0,364056
455	0,357615
454	0,350841
453	0,343747
452	0,33628
451	0,328287
450	0,320155
449	0,311744
448	0,303065
447	0,294064
446	0,285063
445	0,275954
444	0,266677
443	0,257537
442	0,248471
441	0,239523
440	0,23094
439	0,222337
438	0,214017
437	0,20605
436	0,198238
435	0,190756
434	0,183661
433	0,176645
432	0,170044
431	0,163688
430	0,157663
429	0,151849
428	0,146395
427	0,141016
426	0,136007
425	0,131093
424	0,126307
423	0,121619
422	0,116972
421	0,112401
420	0,108184
419	0,104012
418	0,0999824
417	0,095999
416	0,0921576
415	0,0885429
414	0,0849874
413	0,0815434
412	0,0784295
411	0,0752527
410	0,0724326
409	0,0695525
408	0,0667339
407	0,0642335
406	0,0618443
405	0,0595762
404	0,0573148
403	0,0551408
402	0,0532555
401	0,0514742
400	0,049677
399	0,0478898
398	0,0462914
397	0,0446194
396	0,0431032
395	0,0416013
394	0,0402499
393	0,0388852
392	0,0374212
391	0,0360714
390	0,0347653
389	0,033434
388	0,0321958
387	0,0311901
386	0,0300704
385	0,0288497
384	0,0278088
383	0,0268417
382	0,0257958
381	0,0248013
380	0,0239752
379	0,0230737
378	0,0221955
377	0,0214269
376	0,0206284
375	0,0199037
374	0,0192168
373	0,018445
372	0,0178275
371	0,0171897
370	0,0161516
369	0,0155626
368	0,0148935
367	0,0142007
366	0,0135714
365	0,01315
364	0,0125869
363	0,0120408
362	0,0116164
361	0,0110832
360	0,0104856
359	0,0102341
358	0,00970346
357	0,00916143
356	0,00886268
355	0,00863334
354	0,00827414
353	0,00781227
352	0,00762408
351	0,00724634
350	0,00690896
349	0,00664947
348	0,00650977
347	0,006148
346	0,00588845
345	0,00577869
344	0,00550866
343	0,00547826
342	0,00533537
341	0,00504913
340	0,0045021
339	0,00439518
338	0,00449146
337	0,00437855
336	0,00425599
335	0,00413682
334	0,00415039
