SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Oct 30 15:24:12 GMT+01:00 2024
User: opid29s
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: HR+C0133
Integration Time (usec): 30000 (HR+C0133)
Spectra Averaged: 20 (HR+C0133)
Boxcar Smoothing: 0 (HR+C0133)
Correct for Electrical Dark: No (HR+C0133)
Strobe/Lamp Enabled: No (HR+C0133)
Correct for Detector Non-linearity: No (HR+C0133)
Correct for Stray Light: No (HR+C0133)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
181.90	-0.000
182.38	0.115
182.85	-0.000
183.32	0.614
183.80	0.148
184.27	-0.000
184.74	0.192
185.22	-1.230
185.69	-0.000
186.17	-0.000
186.64	-0.000
187.11	1.301
187.59	-0.000
188.06	0.098
188.53	-0.231
189.01	-1.009
189.48	-0.571
189.95	-0.000
190.43	-0.104
190.90	-0.649
191.38	-0.088
191.85	-0.477
192.32	-1.003
192.80	-0.000
193.27	0.154
193.74	0.221
194.22	0.309
194.69	0.685
195.16	0.343
195.64	0.274
196.11	0.880
196.58	0.282
197.05	0.289
197.53	0.572
198.00	0.252
198.47	0.388
198.95	0.224
199.42	0.131
199.89	0.280
200.37	0.185
200.84	0.610
201.31	0.514
201.78	0.301
202.26	0.475
202.73	0.282
203.20	0.424
203.68	0.223
204.15	0.155
204.62	0.629
205.09	0.570
205.57	0.507
206.04	0.381
206.51	0.563
206.98	0.620
207.46	0.284
207.93	0.275
208.40	0.329
208.87	0.311
209.35	0.308
209.82	0.331
210.29	0.569
210.76	0.524
211.24	0.348
211.71	0.408
212.18	0.348
212.65	0.425
213.13	0.550
213.60	0.632
214.07	0.993
214.54	0.518
215.01	0.434
215.49	0.527
215.96	1.076
216.43	1.578
216.90	0.574
217.37	0.665
217.85	0.810
218.32	0.629
218.79	0.668
219.26	0.639
219.73	0.903
220.21	0.962
220.68	0.897
221.15	1.215
221.62	1.315
222.09	1.110
222.57	1.233
223.04	1.232
223.51	1.304
223.98	1.214
224.45	1.173
224.92	1.278
225.40	1.264
225.87	1.282
226.34	1.192
226.81	1.316
