480,0000	266,461
480,2000	285,983
480,4000	286,953
480,6000	303,542
480,8000	315,86
481,0000	327,547
481,2000	343,465
481,4000	356,526
481,6000	375,083
481,8000	395,666
482,0000	406,403
482,2000	418,319
482,4000	431,726
482,6000	450,436
482,8000	464,949
483,0000	476,777
483,2000	498,644
483,4000	526,089
483,6000	553,329
483,8000	564,067
484,0000	578,15
484,2000	590,366
484,4000	627,343
484,6000	657,737
484,8000	680,922
485,0000	706,943
485,2000	732,245
485,4000	758,03
485,6000	787,838
485,8000	819,366
486,0000	849,329
486,2000	878,798
486,4000	912,066
486,6000	945,015
486,8000	965,104
487,0000	1009,78
487,2000	1044,57
487,4000	1074,51
487,6000	1109,72
487,8000	1141,33
488,0000	1177,22
488,2000	1218,03
488,4000	1255,38
488,6000	1293,42
488,8000	1344,75
489,0000	1372,26
489,2000	1416,27
489,4000	1449,54
489,6000	1497,27
489,8000	1543,57
490,0000	1587,19
490,2000	1638,78
490,4000	1700,33
490,6000	1748,26
490,8000	1789,3
491,0000	1844,16
491,2000	1890,16
491,4000	1914,59
491,6000	1965,01
491,8000	2021,9
492,0000	2097,16
492,2000	2124,16
492,4000	2179,65
492,6000	2233,44
492,8000	2279,34
493,0000	2324,08
493,2000	2376,03
493,4000	2427,94
493,6000	2497,41
493,8000	2568,54
494,0000	2617,33
494,2000	2651,95
494,4000	2705,07
494,6000	2749,52
494,8000	2785,4
495,0000	2835,29
495,2000	2899,83
495,4000	2934,93
495,6000	2985,28
495,8000	3043,33
496,0000	3094,44
496,2000	3138,58
496,4000	3185,35
496,6000	3241,63
496,8000	3278,96
497,0000	3283,9
497,2000	3352,46
497,4000	3407,91
497,6000	3430,13
497,8000	3466,83
498,0000	3468,74
498,2000	3514,14
498,4000	3557,92
498,6000	3589,63
498,8000	3606,25
499,0000	3646,74
499,2000	3696,38
499,4000	3695,4
499,6000	3727,25
499,8000	3750,27
500,0000	3774,36
500,2000	3831,27
500,4000	3866,27
500,6000	3851,19
500,8000	3879,68
501,0000	3891,89
501,2000	3913,46
501,4000	3949,76
501,6000	3946,49
501,8000	3970,76
502,0000	3992,31
